4.000000000000000000e+00,1.301368761062622059e-01
8.000000000000000000e+00,1.300075864791870039e-01
1.600000000000000000e+01,1.301901078224182162e-01
3.200000000000000000e+01,1.304615592956542836e-01
6.400000000000000000e+01,1.299120903015136830e-01
1.280000000000000000e+02,1.300731420516967884e-01
2.560000000000000000e+02,1.304895806312560969e-01
5.120000000000000000e+02,1.307679152488708529e-01
1.024000000000000000e+03,1.307157778739929110e-01
2.048000000000000000e+03,1.317528200149536144e-01
4.096000000000000000e+03,1.336464023590087924e-01
8.192000000000000000e+03,1.344254016876220703e-01
1.638400000000000000e+04,1.443544673919677779e-01
3.276800000000000000e+04,1.561466860771179299e-01
6.553600000000000000e+04,1.672875285148620605e-01
