4.000000000000000000e+00,4.082714509963989435e-01
8.000000000000000000e+00,4.090822148323058904e-01
1.600000000000000000e+01,4.103845787048339688e-01
3.200000000000000000e+01,4.174452543258667103e-01
6.400000000000000000e+01,4.247452235221862993e-01
1.280000000000000000e+02,4.451623415946960316e-01
2.560000000000000000e+02,4.826107478141784535e-01
5.120000000000000000e+02,5.491613364219665172e-01
1.024000000000000000e+03,6.641199755668639737e-01
2.048000000000000000e+03,8.902701330184936701e-01
4.096000000000000000e+03,1.328823316097259566e+00
8.192000000000000000e+03,2.200187366008758527e+00
1.638400000000000000e+04,3.932931098937988423e+00
3.276800000000000000e+04,7.523838615417480113e+00
6.553600000000000000e+04,1.470020875453949039e+01
1.310720000000000000e+05,3.057227043390274090e+01
2.621440000000000000e+05,6.150585334777832003e+01
